17,7,647,2647,5,0,3,ch_airstrikevet_1,CHALLENGE_AIRSTRIKE_VETERAN_I,CHALLENGE_KILL_5_ENEMIES_BY_CALLING,50,;,;,;,b,1,;,;,;,;,
18,;,;,2647,15,5,3,ch_airstrikevet_2,CHALLENGE_AIRSTRIKE_VETERAN_II,CHALLENGE_KILL_15_ENEMIES_BY_CALLING,100,;,;,;,;,1,;,;,;,;,
19,;,;,2647,30,15,3,ch_airstrikevet_3,CHALLENGE_AIRSTRIKE_VETERAN_III,CHALLENGE_KILL_30_ENEMIES_BY_CALLING,250,;,;,;,;,1,;,;,;,;,
20,8,648,2648,5,0,3,ch_choppervet_1,CHALLENGE_CHOPPER_VETERAN_I,CHALLENGE_KILL_5_ENEMIES_BY_CALLING1,50,;,;,;,b,1,;,;,;,;,
21,;,;,2648,15,5,3,ch_choppervet_2,CHALLENGE_CHOPPER_VETERAN_II,CHALLENGE_KILL_15_ENEMIES_BY_CALLING1,100,;,;,;,;,1,;,;,;,;,
22,;,;,2648,30,15,3,ch_choppervet_3,CHALLENGE_CHOPPER_VETERAN_III,CHALLENGE_KILL_30_ENEMIES_BY_CALLING1,250,;,;,;,;,1,;,;,;,;,
23,9,649,2649,5,0,3,ch_concussionvet_1,CHALLENGE_STUN_VETERAN_I,CHALLENGE_KILL_5_ENEMIES_STILL,50,;,;,;,c,1,;,;,;,;,
24,;,;,2649,10,5,3,ch_concussionvet_2,CHALLENGE_STUN_VETERAN_II,CHALLENGE_KILL_10_ENEMIES_OF_ENEMIES,100,;,;,;,;,1,;,;,;,;,
25,;,;,2649,25,10,3,ch_concussionvet_3,CHALLENGE_STUN_VETERAN_III,CHALLENGE_KILL_25_ENEMIES_OF_ENEMIES,250,;,;,;,;,1,;,;,;,;,
26,10,650,2650,1,0,1,ch_multirpg,CHALLENGE_MULTIRPG,CHALLENGE_KILL_2_OR_MORE_ENEMIES,250,;,;,;,c,1,;,;,;,;,
27,11,651,2651,1,0,3,ch_martyrdomvet_1,CHALLENGE_MARTYRDOM_VETERAN_I,CHALLENGE_KILL_1_ENEMY_WITH_A_DROPPED,50,;,;,;,c,1,;,;,;,;,
28,;,;,2651,5,1,3,ch_martyrdomvet_2,CHALLENGE_MARTYRDOM_VETERAN_II,CHALLENGE_KILL_5_ENEMIES_WITH_A2,100,;,;,;,;,1,;,;,;,;,
29,;,;,2651,15,5,3,ch_martyrdomvet_3,CHALLENGE_MARTYRDOM_VETERAN_III,CHALLENGE_KILL_15_ENEMIES_WITH1,250,;,;,;,;,1,;,;,;,;,
30,12,652,2652,1,0,1,ch_multiclaymore,CHALLENGE_CLAY_MORE,CHALLENGE_KILL_2_OR_MORE_ENEMIES1,250,;,;,;,c,1,;,;,;,;,
31,13,653,2653,10,0,3,ch_stealth_1,CHALLENGE_STEALTH_I,CHALLENGE_KILL_10_ENEMIES_WHILE,50,;,;,;,d,1,;,;,;,;,
32,;,;,2653,25,10,3,ch_stealth_2,CHALLENGE_STEALTH_II,CHALLENGE_KILL_25_ENEMIES_WHILE,100,;,;,;,;,1,;,;,;,;,
33,;,;,2653,50,25,3,ch_stealth_3,CHALLENGE_STEALTH_III,CHALLENGE_KILL_50_ENEMIES_WHILE,250,;,;,;,;,1,;,;,;,;,
34,14,654,2654,5,0,3,ch_invisible_1,CHALLENGE_INVISIBLE_I,CHALLENGE_KILL_5_ENEMIES_WHILE3,50,;,;,;,d,1,;,;,;,;,
35,;,;,2654,25,5,3,ch_invisible_2,CHALLENGE_INVISIBLE_II,CHALLENGE_KILL_25_ENEMIES_WHILE1,100,;,;,;,;,1,;,;,;,;,
36,;,;,2654,50,25,3,ch_invisible_3,CHALLENGE_INVISIBLE_III,CHALLENGE_KILL_50_ENEMIES_WHILE1,250,;,;,;,;,1,;,;,;,;,
37,15,655,2655,1,0,3,ch_counterclaymore_1,CHALLENGE_COUNTERCLAYMORE_I,CHALLENGE_KILL_1_ENEMY_BY_SHOOTING,50,;,;,;,d,1,;,;,;,;,
38,;,;,2655,5,1,3,ch_counterclaymore_2,CHALLENGE_COUNTERCLAYMORE_II,CHALLENGE_KILL_5_ENEMIES_BY_SHOOTING,100,;,;,;,;,1,;,;,;,;,
39,;,;,2655,10,5,3,ch_counterclaymore_3,CHALLENGE_COUNTERCLAYMORE_III,CHALLENGE_KILL_10_ENEMIES_BY_SHOOTING,250,;,;,;,;,1,;,;,;,;,
40,16,656,2656,1,0,3,ch_counterc4_1,CHALLENGE_COUNTERC4_I,CHALLENGE_KILL_1_ENEMY_BY_SHOOTING1,50,;,;,;,d,1,;,;,;,;,
41,;,;,2656,5,1,3,ch_counterc4_2,CHALLENGE_COUNTERC4_II,CHALLENGE_KILL_5_ENEMIES_BY_SHOOTING1,100,;,;,;,;,1,;,;,;,;,
42,;,;,2656,10,5,3,ch_counterc4_3,CHALLENGE_COUNTERC4_III,CHALLENGE_KILL_10_ENEMIES_BY_SHOOTING1,250,;,;,;,;,1,;,;,;,;,
