12,;,;,2609,15,5,3,ch_proneshot_2,CHALLENGE_PRONE_SHOT_II,CHALLENGE_KILL_15_ENEMIES_WHILE1,100,;,;,;,;,1,;,;,;,;,
13,;,;,2609,30,15,3,ch_proneshot_3,CHALLENGE_PRONE_SHOT_III,CHALLENGE_KILL_30_ENEMIES_WHILE1,250,;,;,;,;,1,;,;,;,;,
14,10,610,2610,1,0,3,ch_grenadekill_1,CHALLENGE_GRENADE_KILL_I,CHALLENGE_KILL_1_ENEMY_WITH_A_GRENADE,50,;,;,;,c,1,;,;,;,;,
15,;,;,2610,5,1,3,ch_grenadekill_2,CHALLENGE_GRENADE_KILL_II,CHALLENGE_KILL_5_ENEMIES_WITH_A,150,;,;,;,;,1,;,;,;,;,
16,;,;,2610,10,5,3,ch_grenadekill_3,CHALLENGE_GRENADE_KILL_III,CHALLENGE_KILL_10_ENEMIES_WITH,250,;,;,;,;,1,;,;,;,;,
17,11,611,2611,5,0,3,ch_assists_1,CHALLENGE_POINT_GUARD_I,CHALLENGE_GET_5_ASSISTS_PHASE_1,50,;,;,;,c,1,;,;,;,;,
18,;,;,2611,15,5,3,ch_assists_2,CHALLENGE_POINT_GUARD_II,CHALLENGE_GET_15_ASSISTS_PHASE,100,;,;,;,;,1,;,;,;,;,
19,;,;,2611,30,15,3,ch_assists_3,CHALLENGE_POINT_GUARD_III,CHALLENGE_GET_30_ASSISTS_PHASE,250,;,;,;,;,1,;,;,;,;,
20,12,612,2612,1,0,3,ch_xrayvision_1,CHALLENGE_XRAY_VISION_I,CHALLENGE_KILL_1_ENEMY_THROUGH,100,;,;,;,c,1,;,;,;,;,
21,;,;,2612,5,1,3,ch_xrayvision_2,CHALLENGE_XRAY_VISION_II,CHALLENGE_KILL_5_ENEMIES_THROUGH,250,;,;,;,;,1,;,;,;,;,
22,;,;,2612,15,5,3,ch_xrayvision_3,CHALLENGE_XRAY_VISION_III,CHALLENGE_KILL_15_ENEMIES_THROUGH,250,;,;,;,;,1,;,;,;,;,
23,13,613,2613,1,0,3,ch_vandalism_1,CHALLENGE_VANDALISM_I,CHALLENGE_BLOW_UP_1_CAR_PHASE_1,50,;,;,;,d,1,;,;,;,;,
24,;,;,2613,5,1,3,ch_vandalism_2,CHALLENGE_VANDALISM_II,CHALLENGE_BLOW_UP_5_CARS_PHASE,100,;,;,;,;,1,;,;,;,;,
25,;,;,2613,15,5,3,ch_vandalism_3,CHALLENGE_VANDALISM_III,CHALLENGE_BLOW_UP_15_CARS_PHASE,250,;,;,;,;,1,;,;,;,;,
26,14,614,2614,5,0,3,ch_exposed_1,CHALLENGE_EXPOSED_I,CHALLENGE_CALL_IN_A_UAV_5_TIMES,50,;,;,;,d,1,;,;,;,;,
27,;,;,2614,10,5,3,ch_exposed_2,CHALLENGE_EXPOSED_II,CHALLENGE_CALL_IN_A_UAV_10_TIMES,100,;,;,;,;,1,;,;,;,;,
28,;,;,2614,20,10,3,ch_exposed_3,CHALLENGE_EXPOSED_III,CHALLENGE_CALL_IN_A_UAV_20_TIMES,250,;,;,;,;,1,;,;,;,;,
29,15,615,2615,1,0,3,ch_backdraft_1,CHALLENGE_BACKDRAFT_I,CHALLENGE_DESTROY_1_ENEMY_EXPLOSIVE,50,;,;,;,d,1,;,;,;,;,
30,;,;,2615,5,1,3,ch_backdraft_2,CHALLENGE_BACKDRAFT_II,CHALLENGE_DESTROY_5_ENEMY_EXPLOSIVE,100,;,;,;,;,1,;,;,;,;,
31,;,;,2615,15,5,3,ch_backdraft_3,CHALLENGE_BACKDRAFT_III,CHALLENGE_DESTROY_15_ENEMY_EXPLOSIVE,250,;,;,;,;,1,;,;,;,;,
32,16,616,2616,1,0,3,ch_knifevet_1,CHALLENGE_KNIFE_VETERAN_I,CHALLENGE_KILL_1_ENEMY_WITH_THE,50,;,;,;,d,1,;,;,;,;,
33,;,;,2616,5,1,3,ch_knifevet_2,CHALLENGE_KNIFE_VETERAN_II,CHALLENGE_KILL_5_ENEMIES_WITH_THE,100,;,;,;,;,1,;,;,;,;,
34,;,;,2616,15,5,3,ch_knifevet_3,CHALLENGE_KNIFE_VETERAN_III,CHALLENGE_KILL_15_ENEMIES_WITH,250,;,;,;,;,1,;,;,;,;,
