29,1stlt3,29030,2210,RANK_1STLT,RANK_1STLT_FULL3,rank_1stlt3,31240,;,;,tier_8_a,;,;,30,30,;,RANK_1STLT_FULL_N
30,capt1,31240,2330,RANK_CAPT,RANK_CAPT_FULL,rank_capt1,33570,m1014,;,ch_marksman_m1014_1;ch_expert_m1014_1,m1014 camo_brockhaurd;m1014 camo_bushdweller,;,31,31,;,RANK_CAPT_FULL
31,capt2,33570,2450,RANK_CAPT,RANK_CAPT_FULL2,rank_capt2,36020,;,specialty_extraammo,;,;,;,32,32,;,RANK_CAPT_FULL_N
32,capt3,36020,2570,RANK_CAPT,RANK_CAPT_FULL3,rank_capt3,38590,;,;,tier_8_b,;,;,33,33,;,RANK_CAPT_FULL_N
33,maj1,38590,2690,RANK_MAJ,RANK_MAJ_FULL,rank_maj1,41280,remington700,;,ch_marksman_remington700;ch_expert_remington700_1,remington700 camo_brockhaurd;remington700 camo_bushdweller,;,34,34,;,RANK_MAJ_FULL
34,maj2,41280,2810,RANK_MAJ,RANK_MAJ_FULL2,rank_maj2,44090,;,specialty_parabolic,;,;,;,35,35,;,RANK_MAJ_FULL_N
35,maj3,44090,2930,RANK_MAJ,RANK_MAJ_FULL3,rank_maj3,47020,;,;,tier_8_c,;,;,36,36,;,RANK_MAJ_FULL_N
36,ltcol1,47020,3050,RANK_LTCOL,RANK_LTCOL_FULL,rank_ltcol1,50070,g36c,;,ch_marksman_g36c_1;ch_expert_g36c_1,g36c camo_brockhaurd;g36c camo_bushdweller,g36c gl,37,37,;,RANK_LTCOL_FULL
37,ltcol2,50070,3170,RANK_LTCOL,RANK_LTCOL_FULL2,rank_ltcol2,53240,;,specialty_twoprimaries,;,;,;,38,38,;,RANK_LTCOL_FULL_N
38,ltcol3,53240,3290,RANK_LTCOL,RANK_LTCOL_FULL3,rank_ltcol3,56530,;,;,tier_8_d,;,;,39,39,;,RANK_LTCOL_FULL_N
39,col1,56530,3410,RANK_COL,RANK_COL_FULL,rank_col1,59940,p90,;,ch_marksman_p90_1;ch_expert_p90_1,p90 camo_brockhaurd;p90 camo_bushdweller,;,40,40,;,RANK_COL_FULL
40,col2,59940,3530,RANK_COL,RANK_COL_FULL2,rank_col2,63470,;,specialty_fraggrenade,;,;,;,41,41,;,RANK_COL_FULL_N
41,col3,63470,3650,RANK_COL,RANK_COL_FULL3,rank_col3,67120,;,;,tier_9_a,;,;,42,42,;,RANK_COL_FULL_N
42,bgen1,67120,3770,RANK_BGEN,RANK_BGEN_FULL,rank_bgen1,70890,deserteagle,;,;,;,;,43,43,;,RANK_BGEN_FULL
43,bgen2,70890,3890,RANK_BGEN,RANK_BGEN_FULL2,rank_bgen2,74780,;,specialty_quieter,;,;,;,44,44,;,RANK_BGEN_FULL_N
44,bgen3,74780,4010,RANK_BGEN,RANK_BGEN_FULL3,rank_bgen3,78790,;,;,tier_9_b,;,;,45,45,;,RANK_BGEN_FULL_N
45,majgen1,78790,4130,RANK_MAJGEN,RANK_MAJGEN_FULL,rank_majgen1,82920,m14,;,ch_marksman_m14_1;ch_expert_m14_1,m14 camo_brockhaurd;m14 camo_bushdweller,m14 gl,46,46,;,RANK_MAJGEN_FULL
46,majgen2,82920,4250,RANK_MAJGEN,RANK_MAJGEN_FULL2,rank_majgen2,87170,;,;,tier_9_c,;,;,47,47,;,RANK_MAJGEN_FULL_N
47,majgen3,87170,4370,RANK_MAJGEN,RANK_MAJGEN_FULL3,rank_majgen3,91540,;,;,tier_9_d,;,;,48,48,;,RANK_MAJGEN_FULL_N
48,ltgen1,91540,4490,RANK_LTGEN,RANK_LTGEN_FULL,rank_ltgen1,96030,barrett,;,ch_marksman_barrett;ch_expert_barrett_1,barrett camo_brockhaurd;barrett camo_bushdweller,;,49,49,;,RANK_LTGEN_FULL
49,ltgen2,96030,4610,RANK_LTGEN,RANK_LTGEN_FULL2,rank_ltgen2,100640,;,;,tier_9_e,;,;,50,50,;,RANK_LTGEN_FULL_N
50,ltgen3,100640,4730,RANK_LTGEN,RANK_LTGEN_FULL3,rank_ltgen3,105370,;,;,tier_10_a,;,;,51,51,;,RANK_LTGEN_FULL_N
51,gen1,105370,4850,RANK_GEN,RANK_GEN_FULL,rank_gen1,110220,mp44,;,ch_expert_mp44_1,mp44 camo_brockhaurd;mp44 camo_bushdweller,;,52,52,;,RANK_GEN_FULL
52,gen2,110220,4970,RANK_GEN,RANK_GEN_FULL2,rank_gen2,115190,;,;,tier_10_b,;,;,53,53,;,RANK_GEN_FULL_N
53,gen3,115190,5090,RANK_GEN,RANK_GEN_FULL3,rank_gen3,120280,;,;,tier_10_c,;,;,54,54,;,RANK_GEN_FULL_N
54,comm1,120280,720,RANK_COMM,RANK_COMM_FULL,rank_comm1,125490,deserteaglegold,;,;,;,;,55,55,;,RANK_COMM_FULL
55,comm2,125490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_1,128490,,,,,,56,56,,RANK_COMM_FULL
56,comm3,128490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_1,131490,,,,,,57,57,,RANK_COMM_FULL
57,comm4,131490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_1,134490,,,,,,58,58,,RANK_COMM_FULL
58,comm5,134490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_1,137490,,,,,,59,59,,RANK_COMM_FULL
59,comm6,137490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_1,140490,,,,,,60,60,,RANK_COMM_FULL
60,comm7,140490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_2,143490,,,,,,61,61,,RANK_COMM_FULL
61,comm8,143490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_2,146490,,,,,,62,62,,RANK_COMM_FULL
62,comm9,146490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_2,149490,,,,,,63,63,,RANK_COMM_FULL
63,comm10,149490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_2,152490,,,,,,64,64,,RANK_COMM_FULL
64,comm11,152490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_2,155490,,,,,,65,65,,RANK_COMM_FULL
65,comm12,155490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_3,158490,,,,,,66,66,,RANK_COMM_FULL
66,comm13,158490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_3,161490,,,,,,67,67,,RANK_COMM_FULL
67,comm14,161490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_3,164490,,,,,,68,68,,RANK_COMM_FULL
68,comm15,164490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_3,167490,,,,,,69,69,,RANK_COMM_FULL
69,comm16,167490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_3,170490,,,,,,70,70,,RANK_COMM_FULL
70,comm17,170490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_4,173490,,,,,,71,71,,RANK_COMM_FULL
71,comm18,173490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_4,176490,,,,,,72,72,,RANK_COMM_FULL
72,comm19,176490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_4,179490,,,,,,73,73,,RANK_COMM_FULL
73,comm20,179490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_4,182490,,,,,,74,74,,RANK_COMM_FULL
74,comm21,182490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_4,185490,,,,,,75,75,,RANK_COMM_FULL
75,comm22,185490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_5,188490,,,,,,76,76,,RANK_COMM_FULL
76,comm23,188490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_5,191490,,,,,,77,77,,RANK_COMM_FULL
77,comm24,191490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_5,194490,,,,,,78,78,,RANK_COMM_FULL
78,comm25,194490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_5,197490,,,,,,79,79,,RANK_COMM_FULL
79,comm26,197490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_5,200490,,,,,,80,80,,RANK_COMM_FULL
80,comm27,200490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_6,203490,,,,,,81,81,,RANK_COMM_FULL
81,comm28,203490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_6,206490,,,,,,82,82,,RANK_COMM_FULL
82,comm29,206490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_6,209490,,,,,,83,83,,RANK_COMM_FULL
83,comm30,209490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_6,212490,,,,,,84,84,,RANK_COMM_FULL
84,comm31,212490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_6,215490,,,,,,85,85,,RANK_COMM_FULL
85,comm32,215490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_7,218490,,,,,,86,86,,RANK_COMM_FULL
86,comm33,218490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_7,221490,,,,,,87,87,,RANK_COMM_FULL
87,comm34,221490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_7,224490,,,,,,88,88,,RANK_COMM_FULL
88,comm35,224490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_7,227490,,,,,,89,89,,RANK_COMM_FULL
89,comm36,227490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_7,230490,,,,,,90,90,,RANK_COMM_FULL
90,comm37,230490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_8,233490,,,,,,91,91,,RANK_COMM_FULL
91,comm38,233490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_8,236490,,,,,,92,92,,RANK_COMM_FULL
92,comm39,236490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_8,239490,,,,,,93,93,,RANK_COMM_FULL
93,comm40,239490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_8,242490,,,,,,94,94,,RANK_COMM_FULL
94,comm41,242490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_8,245490,,,,,,95,95,,RANK_COMM_FULL
95,comm42,245490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_9,248490,,,,,,96,96,,RANK_COMM_FULL
96,comm43,248490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_9,251490,,,,,,97,97,,RANK_COMM_FULL
97,comm44,251490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_9,254490,,,,,,98,98,,RANK_COMM_FULL
98,comm45,254490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_9,257490,,,,,,99,99,,RANK_COMM_FULL
99,comm46,257490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_9,260490,,,,,,100,100,,RANK_COMM_FULL
100,comm47,260490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_10,263490,,,,,,101,101,,RANK_COMM_FULL
101,comm48,263490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_10,266490,,,,,,102,102,,RANK_COMM_FULL
102,comm49,266490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_10,269490,,,,,,103,103,,RANK_COMM_FULL
103,comm50,269490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_10,272490,,,,,,104,104,,RANK_COMM_FULL
104,comm51,272490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_10,275490,,,,,,105,105,,RANK_COMM_FULL
105,comm52,275490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_11,278490,,,,,,106,106,,RANK_COMM_FULL
106,comm53,278490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_11,281490,,,,,,107,107,,RANK_COMM_FULL
107,comm54,281490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_11,284490,,,,,,108,108,,RANK_COMM_FULL
108,comm55,284490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_11,287490,,,,,,109,109,,RANK_COMM_FULL
109,comm56,287490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_11,290490,,,,,,110,110,,RANK_COMM_FULL
110,comm57,290490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_12,293490,,,,,,111,111,,RANK_COMM_FULL
111,comm58,293490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_12,296490,,,,,,112,112,,RANK_COMM_FULL
112,comm59,296490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_12,299490,,,,,,113,113,,RANK_COMM_FULL
113,comm60,299490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_12,302490,,,,,,114,114,,RANK_COMM_FULL
114,comm61,302490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_12,305490,,,,,,115,115,,RANK_COMM_FULL
115,comm62,305490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_13,308490,,,,,,116,116,,RANK_COMM_FULL
116,comm63,308490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_13,311490,,,,,,117,117,,RANK_COMM_FULL
117,comm64,311490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_13,314490,,,,,,118,118,,RANK_COMM_FULL
118,comm65,314490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_13,317490,,,,,,119,119,,RANK_COMM_FULL
119,comm66,317490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_13,320490,,,,,,120,120,,RANK_COMM_FULL
120,comm67,320490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_14,323490,,,,,,121,121,,RANK_COMM_FULL
121,comm68,323490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_14,326490,,,,,,122,122,,RANK_COMM_FULL
122,comm69,326490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_14,329490,,,,,,123,123,,RANK_COMM_FULL
123,comm70,329490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_14,332490,,,,,,124,124,,RANK_COMM_FULL
124,comm71,332490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_14,335490,,,,,,125,125,,RANK_COMM_FULL
125,comm72,335490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_15,338490,,,,,,126,126,,RANK_COMM_FULL
126,comm73,338490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_15,341490,,,,,,127,127,,RANK_COMM_FULL
127,comm74,341490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_15,344490,,,,,,128,128,,RANK_COMM_FULL
128,comm75,344490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_15,347490,,,,,,129,129,,RANK_COMM_FULL
129,comm76,347490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_15,350490,,,,,,130,130,,RANK_COMM_FULL
130,comm77,350490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_16,353490,,,,,,131,131,,RANK_COMM_FULL
131,comm78,353490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_16,356490,,,,,,132,132,,RANK_COMM_FULL
132,comm79,356490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_16,359490,,,,,,133,133,,RANK_COMM_FULL
133,comm80,359490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_16,362490,,,,,,134,134,,RANK_COMM_FULL
134,comm81,362490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_16,365490,,,,,,135,135,,RANK_COMM_FULL
135,comm82,365490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_17,368490,,,,,,136,136,,RANK_COMM_FULL
136,comm83,368490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_17,371490,,,,,,137,137,,RANK_COMM_FULL
137,comm84,371490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_17,374490,,,,,,138,138,,RANK_COMM_FULL
138,comm85,374490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_17,377490,,,,,,139,139,,RANK_COMM_FULL
139,comm86,377490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_17,380490,,,,,,140,140,,RANK_COMM_FULL
140,comm87,380490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_18,383490,,,,,,141,141,,RANK_COMM_FULL
141,comm88,383490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_18,386490,,,,,,142,142,,RANK_COMM_FULL
142,comm89,386490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_18,389490,,,,,,143,143,,RANK_COMM_FULL
143,comm90,389490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_18,392490,,,,,,144,144,,RANK_COMM_FULL
144,comm91,392490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_18,395490,,,,,,145,145,,RANK_COMM_FULL
145,comm92,395490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_19,398490,,,,,,146,146,,RANK_COMM_FULL
146,comm93,398490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_19,401490,,,,,,147,147,,RANK_COMM_FULL
147,comm94,401490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_19,404490,,,,,,148,148,,RANK_COMM_FULL
148,comm95,404490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_19,407490,,,,,,149,149,,RANK_COMM_FULL
149,comm96,407490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_19,410490,,,,,,150,150,,RANK_COMM_FULL
150,comm97,410490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_20,413490,,,,,,151,151,,RANK_COMM_FULL
151,comm98,413490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_20,416490,,,,,,152,152,,RANK_COMM_FULL
152,comm99,416490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_20,419490,,,,,,153,153,,RANK_COMM_FULL
153,comm100,419490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_20,422490,,,,,,154,154,,RANK_COMM_FULL
154,comm101,422490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_20,425490,,,,,,155,155,,RANK_COMM_FULL
155,comm102,425490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_21,428490,,,,,,156,156,,RANK_COMM_FULL
156,comm103,428490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_21,431490,,,,,,157,157,,RANK_COMM_FULL
157,comm104,431490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_21,434490,,,,,,158,158,,RANK_COMM_FULL
158,comm105,434490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_21,437490,,,,,,159,159,,RANK_COMM_FULL
159,comm106,437490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_21,440490,,,,,,160,160,,RANK_COMM_FULL
160,comm107,440490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_22,443490,,,,,,161,161,,RANK_COMM_FULL
161,comm108,443490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_22,446490,,,,,,162,162,,RANK_COMM_FULL
162,comm109,446490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_22,449490,,,,,,163,163,,RANK_COMM_FULL
163,comm110,449490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_22,452490,,,,,,164,164,,RANK_COMM_FULL
164,comm111,452490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_22,455490,,,,,,165,165,,RANK_COMM_FULL
165,comm112,455490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_23,458490,,,,,,166,166,,RANK_COMM_FULL
166,comm113,458490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_23,461490,,,,,,167,167,,RANK_COMM_FULL
167,comm114,461490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_23,464490,,,,,,168,168,,RANK_COMM_FULL
168,comm115,464490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_23,467490,,,,,,169,169,,RANK_COMM_FULL
169,comm116,467490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_23,470490,,,,,,170,170,,RANK_COMM_FULL
170,comm117,470490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_24,473490,,,,,,171,171,,RANK_COMM_FULL
171,comm118,473490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_24,476490,,,,,,172,172,,RANK_COMM_FULL
172,comm119,476490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_24,479490,,,,,,173,173,,RANK_COMM_FULL
173,comm120,479490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_24,482490,,,,,,174,174,,RANK_COMM_FULL
174,comm121,482490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_24,485490,,,,,,175,175,,RANK_COMM_FULL
175,comm122,485490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_25,488490,,,,,,176,176,,RANK_COMM_FULL
176,comm123,488490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_25,491490,,,,,,177,177,,RANK_COMM_FULL
177,comm124,491490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_25,494490,,,,,,178,178,,RANK_COMM_FULL
178,comm125,494490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_25,497490,,,,,,179,179,,RANK_COMM_FULL
179,comm126,497490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_25,500490,,,,,,180,180,,RANK_COMM_FULL
180,comm127,500490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_26,503490,,,,,,181,181,,RANK_COMM_FULL
181,comm128,503490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_26,506490,,,,,,182,182,,RANK_COMM_FULL
182,comm129,506490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_26,509490,,,,,,183,183,,RANK_COMM_FULL
183,comm130,509490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_26,512490,,,,,,184,184,,RANK_COMM_FULL
184,comm131,512490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_26,515490,,,,,,185,185,,RANK_COMM_FULL
185,comm132,515490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_27,518490,,,,,,186,186,,RANK_COMM_FULL
186,comm133,518490,3000,RANK_COMM,RANK_COMM_FULL,rank_prestige_27,521490,,,,,,187,187,,RANK_COMM_FULL
